search URL:,https://patents.google.com/?q=%28logistics+automation+inventory+management+distribution+system+freight+management+warehousing+supply+chain+or+transportation%29&page=1&oq=logistics+or+automation+or+inventory+management+or+distribution+system+or+freight+management+or+warehousing+or+supply+chain+or+transportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9285798-B2,Production management for manufacturing execution systems ,Siemens Aktiengesellschaft,"Steffen Lamparter, Christoph Legat, Raffaello Lepratti",2011-08-25,2012-08-24,2016-03-15,2016-03-15,https://patents.google.com/patent/US9285798B2/en,https://patentimages.storage.googleapis.com/31/99/f3/55ce8f0beb2d76/US09285798-20160315-D00000.png
CN-116468374-A,Cold chain logistics storage intelligent management system ,广西先飞达物流股份有限公司,杨燕妮,2023-04-04,2023-04-04,2023-07-21,,https://patents.google.com/patent/CN116468374A/en,
CN-114186945-A,Modern automatic logistics management system integrating internet of things technology ,南京恒链信息科技有限公司,"邹悦宁, 王伟俊, 许明县",2021-12-20,2021-12-20,2022-03-15,,https://patents.google.com/patent/CN114186945A/en,https://patentimages.storage.googleapis.com/4b/54/f3/25a32137831212/211220162837.png
KR-20120076646-A,Apparatus and method for port logistics management using middleware ,재단법인 광양만권 유아이티연구소,"이지웅, 현 여, 황정환, 이호철",2010-12-09,2010-12-09,2012-07-09,,https://patents.google.com/patent/KR20120076646A/en,https://patentimages.storage.googleapis.com/ee/b1/7e/7dcef4e268b102/pat00001.png
US-2005156736-A1,Federated system for monitoring physical assets ,"Rajapakse Ravindra U., Shannon David L., Chang Leo S., Lambright Stephen J., Stephenson Christopher A., Alcock Andrew E.S., Jeyappragash Jeyakeerthi, Lee Gregory Y.H.","Ravindra Rajapakse, David Shannon, Leo Chang, Stephen Lambright, Christopher Stephenson, Andrew Alcock, Jeyappragash Jeyakeerthi, Gregory Lee",2003-05-13,2004-05-12,2005-07-21,,https://patents.google.com/patent/US20050156736A1/en,https://patentimages.storage.googleapis.com/34/8a/93/26d26fac15e821/US20050156736A1-20050721-D00000.png
CN-109377138-A,Real-time Monitor Management platform and management method in logistics transportation based on Internet of Things ,孙西平,孙西平,2018-11-23,2018-11-23,2019-02-22,,https://patents.google.com/patent/CN109377138A/en,
US-2006111845-A1,Method for managing agricultural produce inventories ,"Forbis Jonathan M, Aldridge William G, Hart Daniel S, Smith Michael E","Jonathan Forbis, William Aldridge, Daniel Hart, Michael Smith",2004-10-01,2005-09-30,2006-05-25,,https://patents.google.com/patent/US20060111845A1/en,https://patentimages.storage.googleapis.com/30/c4/8a/7fb25b62510305/US20060111845A1-20060525-D00001.png
CN-111354126-B,Automatic vending management system for wine storage-prevention and anti-counterfeiting goods and use method ,北京菲礼时代网络科技有限公司,王继军,2020-01-20,2020-01-20,2022-03-04,2022-03-04,https://patents.google.com/patent/CN111354126B/en,https://patentimages.storage.googleapis.com/b1/d2/27/e7388f999f7ce1/HDA0002375144140000011.png
CN-114240046-A,Wisdom commodity circulation supply chain finance integration platform system ,燕山大学,"王玖河, 赵梦瑶",2021-11-12,2021-11-12,2022-03-25,,https://patents.google.com/patent/CN114240046A/en,https://patentimages.storage.googleapis.com/98/82/21/499c0d57de5f62/HDA0003352839380000011.png
KR-20230141660-A,Computer-implemented systems and methods for artificial intelligence (ai)-based inbound plan generation using fungibility logic ,쿠팡 주식회사,"라제시 메디디, 손권, 정영선, 임규훈, 김제",2021-06-24,2023-09-13,2023-10-10,,https://patents.google.com/patent/KR20230141660A/en,
KR-20220135083-A,Inventory management system and method ,(주)에스에이치팩,"최원호, 김홍규",2021-03-29,2021-03-29,2022-10-06,,https://patents.google.com/patent/KR20220135083A/en,https://patentimages.storage.googleapis.com/6e/2b/cd/89840c1091f860/pat00001.png
JP-2012502861-A,Smart logistic system with RFID reader on forklift tabs ,"カルメル  コンテナ  システムズ  リミテッド, ガルビタル  アールエフアイディー  ソリューションズ  リミテッド","イスラエル マスター, ベルリナー、シュロモ, シェフィー、ネヘミア, フェルドマン、アモン, ビアリク、ベニー, ジヴァン、シュムエル, ゴールドラット、モルデチャイ",2008-07-15,2009-07-13,2012-02-02,,https://patents.google.com/patent/JP2012502861A/en,
CN-105989455-A,Railway logistics information system based on whole-course supply chain ,兰州正远科技有限公司,"闫军, 范越, 蒋兆远",2015-02-10,2015-02-10,2016-10-05,,https://patents.google.com/patent/CN105989455A/en,
CN-209000067-U,RFID intelligent warehouse management system ,重庆长安民生物流股份有限公司,"邹泓兵, 黄梦如, 叶心如, 龚隆有, 李想, 胡小林, 余跃, 曲江磊, 王开利, 陈劲松, 赵青松",2018-09-21,2018-09-21,2019-06-18,2019-06-18,https://patents.google.com/patent/CN209000067U/en,
US-9623885-B1,Railroad management system having data source integration ,"Electro-Motive Diesel, Inc.","Alexander SHUBS, JR., James David Seaton, David Matthew Roenspies",2015-12-04,2015-12-04,2017-04-18,2017-04-18,https://patents.google.com/patent/US9623885B1/en,https://patentimages.storage.googleapis.com/1c/07/fb/670beccd54b256/US09623885-20170418-D00000.png
KR-20120100601-A,Optimization system of smart logistics network ,"주식회사 한국무역정보통신, 네오시스템즈(주)","송병준, 이강혁, 황선민",2011-03-04,2011-03-04,2012-09-12,,https://patents.google.com/patent/KR20120100601A/en,https://patentimages.storage.googleapis.com/b8/0f/4b/398379a975a515/pat00001.png
JP-7397914-B2,"Logistics management device, transportation system and logistics management method ",株式会社日立インダストリアルプロダクツ,暁治 池田,2019-02-07,2022-06-08,2023-12-13,2023-12-13,https://patents.google.com/patent/JP7397914B2/en,https://patentimages.storage.googleapis.com/e7/c4/17/c10f136e25c929/0007397914000001.png
CN-113184426-A,Intelligent warehousing management system for assembled built-in products ,浙江亚厦装饰股份有限公司,"丁欣欣, 丁泽成, 王文广, 钟诚, 朱开放, 方谋勇, 李建斌",2021-04-13,2021-04-13,2021-07-30,,https://patents.google.com/patent/CN113184426A/en,https://patentimages.storage.googleapis.com/c6/1e/59/406729abda33d1/2104131007221.png
CN-104599102-A,Cold-chain logistics storage supervisory system and method ,荣庆物流供应链有限公司,"郑全军, 隋京宴, 宋金秋, 刘永生, 胡丹, 崔占友, 王伟, 颜廷江, 唐辉辉",2015-01-04,2015-01-04,2015-05-06,,https://patents.google.com/patent/CN104599102A/en,
US-2017043947-A1,Cargo Carousel System for Shipping Containers and Method for Using Same ,Glen Munholland,Glen Munholland,2014-04-25,2015-04-09,2017-02-16,,https://patents.google.com/patent/US20170043947A1/en,https://patentimages.storage.googleapis.com/c0/5a/f0/77b3dc2fe6e62d/US20170043947A1-20170216-D00000.png
US-2004233041-A1,Container surveillance system and related method ,"Karl Bohman, Axel Busboom","Karl Bohman, Axel Busboom",2001-03-27,2002-03-12,2004-11-25,,https://patents.google.com/patent/US20040233041A1/en,https://patentimages.storage.googleapis.com/62/70/04/b1349a2eb6c3ff/US20040233041A1-20041125-D00000.png
US-6560508-B1,Standard parts metering system ,Joseph E. Radican,Joseph E. Radican,2000-10-31,2000-10-31,2003-05-06,2003-05-06,https://patents.google.com/patent/US6560508B1/en,https://patentimages.storage.googleapis.com/b6/c4/70/4a30e850f11a18/US06560508-20030506-D00000.png
US-10885490-B2,Providing truck drivers directions to a loading dock or an off-site location based on dock availability ,"Cross Road Centers, Llc","Ronald H. Mains, JR., Luke Hooper, Chathan S. Mangat",2017-08-31,2018-08-31,2021-01-05,2021-01-05,https://patents.google.com/patent/US10885490B2/en,https://patentimages.storage.googleapis.com/9d/51/35/f14ac52fa58c5d/US10885490-20210105-D00000.png
CN-103824173-A,RFID logistics management system ,广州市嘉诚国际物流股份有限公司,黄平,2014-02-20,2014-02-20,2014-05-28,,https://patents.google.com/patent/CN103824173A/en,https://patentimages.storage.googleapis.com/2e/36/f3/5a3ea2d4162935/HDA0000467773470000011.png
US-7173530-B2,Nested visibility for a container hierarchy ,"Savi Technology, Inc.","Stephen J. Lambright, Blair B. LaCorte, Ravindra U. Rajapakse, David L. Shannon, Leo S. Chang",2003-04-09,2004-05-06,2007-02-06,2007-02-06,https://patents.google.com/patent/US7173530B2/en,https://patentimages.storage.googleapis.com/4f/b0/22/dc383076f916b9/US07173530-20070206-D00000.png
CN-107451766-A,A kind of transport power transportation management system ,上海仪美信息科技有限公司,"陈青文, 邹大烈",2016-05-31,2016-05-31,2017-12-08,,https://patents.google.com/patent/CN107451766A/en,
CN-102063646-A,Article circulation tracking management system and method based on electronic label ,上海加海防伪设备技术有限公司,郑之敏,2009-11-18,2009-11-18,2011-05-18,,https://patents.google.com/patent/CN102063646A/en,https://patentimages.storage.googleapis.com/bb/14/52/f03806abfd1295/H2009101989744E0000011.png
US-2002152140-A1,Super cross-dock logistics system and method ,"Honda Of America Mfg., Inc.","Ted Kondo, Masayuki Tamai, Neil Vining",2000-07-11,2002-06-17,2002-10-17,,https://patents.google.com/patent/US20020152140A1/en,https://patentimages.storage.googleapis.com/b9/c3/dd/774d70c2ccd63a/US20020152140A1-20021017-D00000.png
CN-117314291-A,"Cargo in-transit state monitoring method, device and equipment ",一汽物流(天津)有限公司,"侯素娟, 张明睿",2023-09-27,2023-09-27,2023-12-29,,https://patents.google.com/patent/CN117314291A/en,
CN-114462913-A,"Goods delivery information tracking method, system and device based on RFID ",福建慧连物流科技有限公司,杜兵,2021-12-23,2021-12-23,2022-05-10,,https://patents.google.com/patent/CN114462913A/en,https://patentimages.storage.googleapis.com/4d/fd/08/403f492cfb176a/HDA0003429035230000011.png
KR-20240014805-A,Real-time Loading and Forwarding System Using Barcode ,주식회사 디비엔로지스,주식회사 디비엔로지스,2022-07-26,2022-07-26,2024-02-02,,https://patents.google.com/patent/KR20240014805A/en,
CN-111738663-A,Intelligent warehouse management system based on AVG technology ,昆明东电科技有限公司,"杨维祥, 聂波, 李刚, 刘劲, 杨云铝, 田梦林",2020-06-30,2020-06-30,2020-10-02,,https://patents.google.com/patent/CN111738663A/en,https://patentimages.storage.googleapis.com/17/3c/55/b2eae0f3bef834/HDA0002562912180000011.png
CN-111260178-A,"System, method and storage medium for realizing service operation automation ","佛山欧神诺云商科技有限公司, 佛山欧神诺陶瓷有限公司",刘率臣,2019-12-03,2019-12-03,2020-06-09,,https://patents.google.com/patent/CN111260178A/en,https://patentimages.storage.googleapis.com/ea/54/45/1736493d8d59f1/HDA0002300898580000011.png
US-2011068924-A1,Pallet with pallet RFID reader/writer for conducting on-demand pallet inventory ,"Nextreme, Llc",Scott A.W. Muirhead,2000-01-24,2010-07-13,2011-03-24,,https://patents.google.com/patent/US20110068924A1/en,https://patentimages.storage.googleapis.com/ef/42/b3/fb6da3fe68cb3a/US20110068924A1-20110324-D00000.png
CN-116882893-A,Factory inventory goods management system based on GPGPU chip ,北京红山信息科技研究院有限公司,赵先明,2023-07-12,2023-07-12,2023-10-13,,https://patents.google.com/patent/CN116882893A/en,
CN-117422355-A,"Logistics freight order cooperation method, system and storage medium ",安徽路歌运输有限公司,武梦琪,2023-10-30,2023-10-30,2024-01-19,,https://patents.google.com/patent/CN117422355A/en,
CN-109949015-A,One kind being based on B/S structure container storage yard management information system ,大连大学,"鲁渤, 鲁文頔",2019-03-27,2019-03-27,2019-06-28,,https://patents.google.com/patent/CN109949015A/en,
US-9062908-B2,System for the operation and management of a fleet of refrigerated autonomous containers ,L'Air Liquide Société Anonyme pour l'Ètude Et l'Exploitation des Procedes Georges Claude,"Jochen Weidlich, Dominique Jouvaud, Michel Kostelitz, Serge Morel-Jean",2006-01-30,2007-01-15,2015-06-23,2015-06-23,https://patents.google.com/patent/US9062908B2/en,https://patentimages.storage.googleapis.com/8b/6b/d8/171ec0ac26c46d/US09062908-20150623-D00000.png
CN-202245000-U,Warehouse management system ,黄婷玉,黄婷玉,2011-09-26,2011-09-26,2012-05-30,2012-05-30,https://patents.google.com/patent/CN202245000U/en,
KR-20210087633-A,Supply Chain Management System ,주식회사 서버벨,손문경,2020-01-03,2020-01-03,2021-07-13,,https://patents.google.com/patent/KR20210087633A/en,
KR-102362205-B1,Autonomous mobile robot for smart order fulfillment system ,주식회사 코봇,민중후,2021-07-21,2021-07-21,2022-02-15,2022-02-15,https://patents.google.com/patent/KR102362205B1/en,https://patentimages.storage.googleapis.com/f1/9d/ef/cdfcefb861ab01/112021084110742-pat00001.png
JP-2006076758-A,Article management system and article management method ,"Toyota Industries Corp, 株式会社豊田自動織機","Toshihide Ito, 寿秀 伊藤",2004-09-13,2004-09-13,2006-03-23,,https://patents.google.com/patent/JP2006076758A/en,https://patentimages.storage.googleapis.com/90/c8/6a/c4bf96de843ffe/2006076758-3.png
US-2004044598-A1,Centralized management system for maintenance parts ,"Daifuku Co., Ltd.",Yoshihiro Hosaka,2002-08-28,2003-07-21,2004-03-04,,https://patents.google.com/patent/US20040044598A1/en,https://patentimages.storage.googleapis.com/5f/87/c1/a74e90d4d14082/US20040044598A1-20040304-D00000.png
JP-2001261120-A,Method and system for physical distribution management ,"Sabuan:Kk, 株式会社サヴァン","Tadao Shoji, 忠男 荘司, Motonari Tanabe, 元成 田名部",2000-03-16,2000-03-16,2001-09-26,,https://patents.google.com/patent/JP2001261120A/en,
WO-0133483-A9,Standard parts metering system ,"K & T Of Lorain Ltd, Greg Pendell",Greg Pendell,1999-11-01,2000-10-31,2002-08-01,,https://patents.google.com/patent/WO2001033483A9/en,
US-7518511-B1,Dynamic product tracking system using RFID ,"Ravi Panja, Ashish Chona, Ye Zhou, Leif Chastaine","Ravi Panja, Ashish Chona, Ye Zhou, Leif Chastaine",2005-03-01,2006-03-01,2009-04-14,2009-04-14,https://patents.google.com/patent/US7518511B1/en,https://patentimages.storage.googleapis.com/99/57/63/385be0f94fb1e3/US07518511-20090414-D00000.png
US-2005267791-A1,Product offering management and tracking system ,"Lavoie Steven, James Savarese, Tony Defrances, Brendan Clarke, Peter Benda, William Osborn, Gary Davison, Rocha Peter D","Steven LaVoie, James Savarese, Tony Defrances, Brendan Clarke, Peter Benda, William Osborn, Gary Davison, Peter Rocha",2000-12-29,2005-04-26,2005-12-01,,https://patents.google.com/patent/US20050267791A1/en,https://patentimages.storage.googleapis.com/a0/ed/9a/546ca7295f99fb/US20050267791A1-20051201-D00000.png
CN-202815881-U,Cigarette warehouse-out scanning system ,浙江省烟草公司温州市公司,"陈兴明, 郑寒峰, 胡庆展, 厉卡",2012-09-03,2012-09-03,2013-03-20,2013-03-20,https://patents.google.com/patent/CN202815881U/en,https://patentimages.storage.googleapis.com/bc/a2/99/f6b6b0a64d0ee6/HDA00002093291300011.png
US-8825559-B2,"Methods, apparatus, systems and computer readable mediums for use in generating a customs export document ",Sap Ag,"Hans Chelniak, Torsten Stolz",2010-03-02,2013-04-02,2014-09-02,2014-09-02,https://patents.google.com/patent/US8825559B2/en,https://patentimages.storage.googleapis.com/5e/49/bc/65d251662ba8d1/US08825559-20140902-D00000.png
WO-2004102330-A2,Nested visibility for a container hierarchy ,"Savi Technology, Inc.","Stephen J. Lambright, Blair B. Lacorte, David L. Shannon, Ravindra U. Rajapakse, Leo S. Chang",2003-05-07,2004-05-07,2004-11-25,,https://patents.google.com/patent/WO2004102330A2/en,
TW-M515171-U,Cloud order and logistics dispatch system ,Univ Nat Kaohsiung Applied Sci,Shih-Wen Chien,2015-08-18,2015-08-18,2016-01-01,,https://patents.google.com/patent/TWM515171U/en,
ES-2387777-T3,Logistics chain management system ,Hussmann Corporation,Michael White,2000-10-05,2001-10-04,2012-10-01,2012-10-01,https://patents.google.com/patent/ES2387777T3/en,
KR-20230045904-A,Real-time smart inventory management system ,주식회사 제이원비즈에스,손성분,2021-09-29,2021-09-29,2023-04-05,,https://patents.google.com/patent/KR20230045904A/en,
